site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,91.85224784172219,97.18021109878626
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,82.43611288028882,99.67783264294212
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,84.21975199931214,104.7600997159982
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,85.0517413762129,108.50857178983627
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,85.53495821536325,112.19111874673509
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,80.8452474401529,114.07664534900303
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,86.13795990905201,108.78718754414214
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,79.41104617528626,105.66174328882063
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,84.667286910013,99.46750288796497
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,83.94231263922278,12.966579243557595
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,88.94804954751548,16.007323097363148
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,82.86894670451329,14.009057463155184
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,77.20156864264086,13.22053618163397
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,82.4209610929272,18.049951582823887
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,88.69951126597782,18.683959785403246
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,89.47753482153055,15.104760367081807
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,84.09658865999404,18.455146072550075
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,155.7935473970554,134.3536001431489
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,157.06004709256933,144.5389293077029
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,157.3980697618248,152.2314726453131
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,159.0942688677596,161.07296214153848
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,159.2237324671408,167.33795616222704
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,164.4988753146873,167.9189662677078
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,161.68975826698082,158.5645957708718
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,161.2979787564656,151.12643821972534
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,160.61291959976853,146.70911176528082
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000072018,-1,159.09373766567268,138.78122867167593
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000084546,-1,157.58719695281837,146.69530919836944
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000094486,-1,161.53167416857002,151.17873994238727
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000103491,-1,157.649262007638,159.17296636886783
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000112216,-1,164.86433861087428,166.9678044735605
5a0546857ecc773753327266_146035943a1482883ed98570_0000000000011,-1,109.82567033191064,143.58766960084768
5a0546857ecc773753327266_146035943a1482883ed98570_0000000004535,-1,111.26824863024983,140.74866802842791
5a0546857ecc773753327266_146035943a1482883ed98570_0000000011498,-1,112.63127083594473,135.32473054223337
5a0546857ecc773753327266_146035943a1482883ed98570_0000000019249,-1,116.05815509078838,127.37824414124796
5a0546857ecc773753327266_146035943a1482883ed98570_0000000026531,-1,118.62058525565996,128.78787771406198
5a0546857ecc773753327266_146035943a1482883ed98570_0000000035158,-1,113.08210027495736,132.31205533034517
5a0546857ecc773753327266_146035943a1482883ed98570_0000000040966,-1,116.42103638720076,134.34466181570042
5a0546857ecc773753327266_146035943a1482883ed98570_0000000049330,-1,112.82820194009302,139.25728764469764
5a0546857ecc773753327266_146035943a1482883ed98570_0000000055485,-1,116.35196845393726,141.29643183860134
5a0546857ecc773753327266_146035943a1482883ed98570_0000000063866,-1,111.81886548836408,146.01847785255964
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000000009,0,87.41524585999852,59.17160896901471
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000012833,0,90.12883603877262,50.34113663328686
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000021759,0,93.94068468950063,57.41990574516262
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000035154,0,86.64389045422716,51.460217146681856
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000043072,0,81.20483910063103,54.09081054266422
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000050947,0,81.7891571384663,61.76503462800816
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000064333,0,86.12632260435865,54.66991989493197
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000071770,0,91.53081938038648,53.7601533068222
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000000010,0,46.46219322593777,114.540483803653
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000006961,0,53.36112992863516,114.81898011935893
