site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,91.16077346739974,97.47597749484825
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,82.03328480224984,99.79914471943536
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,83.97261611857304,104.85782782458236
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,84.8769233722679,108.61674020157571
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,85.41858796200285,112.33973732413895
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,80.76715427771532,114.19987326247276
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,86.17786050208831,108.83959865738869
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,79.50446648179816,105.450533381159
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,84.8747786335803,99.13041363098046
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,83.78775986853054,13.831920183305096
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,88.8385261847829,16.857084715544133
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,82.61755474004892,14.635788165512489
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,76.9256055263847,13.751993836267376
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,82.03208443368197,18.592376478461297
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,88.39670920028247,19.183737199393477
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,89.29803453238962,15.665539716266473
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,83.85187920042205,18.87305445622618
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,155.20943772461376,135.37180563306498
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,156.62888848442725,145.1693965892165
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,157.03638279978384,152.7208047152514
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,158.84604484319988,161.29373352268436
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,159.02072171405965,167.37348828522403
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,164.31097410154103,167.48293677753912
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,161.37861511531668,157.74208366653738
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,161.04598008213074,150.09488888706147
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,160.37550757961128,145.51259888918395
