site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,88.09446,102.660194
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,84.16692,102.164566
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,86.19011,104.820496
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,87.70289,105.90184
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,86.13037,105.75628
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,76.688095,109.54665
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,86.323975,104.98643
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,76.855804,106.407
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,86.26051,100.399734
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,84.56293,14.336837
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,86.36536,15.974461
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,84.43887,16.900404
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,80.18295,14.687671
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,85.34326,18.986696
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,87.857056,18.372286
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,86.06679,13.606102
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,85.03597,18.902092
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,159.58319,135.6511
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,158.52881,147.1218
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,157.60266,152.28465
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,160.19783,161.22154
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,158.3801,168.04762
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,165.44485,167.22632
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,159.48201,156.49474
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,159.09514,152.48
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,159.49654,147.4665
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000072018,-1,162.48822,144.86316
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000084546,-1,159.00227,148.8039
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000094486,-1,157.55798,152.87695
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000103491,-1,158.34682,155.68204
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000112216,-1,162.13554,167.40611
5a0546857ecc773753327266_146035943a1482883ed98570_0000000000011,-1,110.992386,141.43459
5a0546857ecc773753327266_146035943a1482883ed98570_0000000004535,-1,110.34937,142.10031
5a0546857ecc773753327266_146035943a1482883ed98570_0000000011498,-1,111.441444,139.7717
5a0546857ecc773753327266_146035943a1482883ed98570_0000000019249,-1,116.38619,129.32904
5a0546857ecc773753327266_146035943a1482883ed98570_0000000026531,-1,117.03187,126.23839
5a0546857ecc773753327266_146035943a1482883ed98570_0000000035158,-1,114.47393,132.97942
5a0546857ecc773753327266_146035943a1482883ed98570_0000000040966,-1,113.51846,135.74205
5a0546857ecc773753327266_146035943a1482883ed98570_0000000049330,-1,111.690216,138.60316
5a0546857ecc773753327266_146035943a1482883ed98570_0000000055485,-1,112.78785,137.26788
5a0546857ecc773753327266_146035943a1482883ed98570_0000000063866,-1,111.02277,144.49986
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000000009,0,88.68222,55.33355
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000012833,0,87.09986,53.349915
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000021759,0,90.99711,57.821053
