site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,85.71397,104.64924
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,80.89932,102.921295
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,85.22545,105.81257
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,88.35129,107.93536
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,87.31835,108.25849
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,78.07846,109.76492
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,87.047844,106.778465
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,77.94297,104.884674
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,84.79452,100.11483
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,83.328545,16.267595
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,89.88595,17.017395
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,82.78188,17.69091
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,79.58937,13.235769
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,83.93585,16.781616
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,88.76356,18.308924
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,86.21465,14.46947
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,83.20287,18.429543
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,159.51901,137.36784
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000011818,-1,158.97626,148.93993
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000019825,-1,158.43646,152.23822
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000027199,-1,160.82649,160.19933
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000033660,-1,159.2506,170.02534
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000043214,-1,168.16391,164.91505
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000053320,-1,158.16133,155.1138
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000059671,-1,159.95422,148.60342
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000064822,-1,159.52454,146.6922
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000072018,-1,161.06233,140.38498
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000084546,-1,159.45203,148.07753
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000094486,-1,158.10675,152.19217
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000103491,-1,158.83618,154.6919
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000112216,-1,164.6006,166.64928
5a0546857ecc773753327266_146035943a1482883ed98570_0000000000011,-1,111.73539,142.32968
5a0546857ecc773753327266_146035943a1482883ed98570_0000000004535,-1,112.498856,139.70717
5a0546857ecc773753327266_146035943a1482883ed98570_0000000011498,-1,113.89047,137.05841
5a0546857ecc773753327266_146035943a1482883ed98570_0000000019249,-1,117.23637,127.63831
5a0546857ecc773753327266_146035943a1482883ed98570_0000000026531,-1,118.48327,126.289925
5a0546857ecc773753327266_146035943a1482883ed98570_0000000035158,-1,115.56505,133.01463
5a0546857ecc773753327266_146035943a1482883ed98570_0000000040966,-1,116.30206,137.31221
5a0546857ecc773753327266_146035943a1482883ed98570_0000000049330,-1,111.33103,140.05344
5a0546857ecc773753327266_146035943a1482883ed98570_0000000055485,-1,113.39397,139.14554
5a0546857ecc773753327266_146035943a1482883ed98570_0000000063866,-1,109.46347,147.67259
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000000009,0,88.32412,57.03155
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000012833,0,87.19514,50.133003
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000021759,0,90.5424,59.249874
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000035154,0,84.87684,44.720768
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000043072,0,84.38238,55.706852
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000050947,0,87.20575,62.93236
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000064333,0,86.928154,50.129776
5a0546857ecc773753327266_1ef2771dfea25d508142ba06_0000000071770,0,90.10334,50.99949
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000000010,0,50.23126,114.553055
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000006961,0,54.308483,113.73568
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000013051,0,58.83319,112.28326
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000019370,0,56.35886,112.013306
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000027427,0,54.47259,114.54602
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000033372,0,50.319565,114.32428
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000046249,0,46.21573,112.955
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000055236,0,53.15489,108.00463
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000062606,0,61.92896,108.15251
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000071831,0,58.441566,110.63984
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000080815,0,52.08704,107.443184
5a0546857ecc773753327266_3506b3b626f494b0f0b934ca_0000000087232,0,47.31176,110.48959
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000000009,0,18.36991,119.67695
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000007022,0,21.684519,124.169304
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000012073,0,24.360762,124.11611
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000016344,0,29.07455,120.49069
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000021335,0,34.859837,118.795525
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000029226,0,27.096518,121.61853
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000035850,0,28.280457,121.08368
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000043355,0,22.861254,123.16235
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000049672,0,23.207788,123.38191
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000057036,0,19.728748,120.531006
5a0546857ecc773753327266_3e0aebb66ef39150bbc27c24_0000000061607,0,22.91798,123.47025
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000000010,0,91.32338,107.363106
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000006597,0,101.02815,110.64855
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000012043,0,113.40413,114.57861
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000016388,0,112.64458,116.877106
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000022345,0,113.468796,114.88137
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000029746,0,109.301506,113.52236
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000041215,0,110.255394,112.27662
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000057771,0,109.27843,112.610535
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000065216,0,109.26822,114.322365
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000074453,0,109.56233,110.03851
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000080138,0,111.019104,116.573715
5a0546857ecc773753327266_3e1d46017fbfcc8136bd1e9b_0000000088849,0,109.87371,109.882866
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000000012,0,96.63727,84.43995
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000010362,0,95.80323,72.6075
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000016791,0,91.90924,63.584427
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000021695,0,90.45264,63.816067
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000035250,0,90.866135,67.27125
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000042252,0,92.61096,70.17096
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000050072,0,94.938675,72.024025
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000057094,0,93.233215,80.16239
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000063488,0,99.29629,82.596214
5a0546857ecc773753327266_412da1891c4780f6f0f7f4bc_0000000072612,0,96.32215,73.78054
5a0546857ecc773753327266_6d89334316127640cff99800_0000000000012,-1,119.70676,110.104256
5a0546857ecc773753327266_6d89334316127640cff99800_0000000008432,-1,118.95123,108.19015
5a0546857ecc773753327266_6d89334316127640cff99800_0000000017044,-1,119.90444,112.310936
5a0546857ecc773753327266_6d89334316127640cff99800_0000000027938,-1,115.33581,114.363625
5a0546857ecc773753327266_6d89334316127640cff99800_0000000034373,-1,120.48982,120.25544
5a0546857ecc773753327266_6d89334316127640cff99800_0000000043333,-1,121.93917,113.3313
5a0546857ecc773753327266_6d89334316127640cff99800_0000000050678,-1,120.89796,106.8648
5a0546857ecc773753327266_6d89334316127640cff99800_0000000059402,-1,124.33177,112.43675
5a0546857ecc773753327266_6d89334316127640cff99800_0000000069531,-1,119.81348,116.69208
5a0546857ecc773753327266_6d89334316127640cff99800_0000000075470,-1,124.74989,118.26791
5a0546857ecc773753327266_6d89334316127640cff99800_0000000081216,-1,125.65816,117.08795
5a0546857ecc773753327266_6d89334316127640cff99800_0000000086153,-1,129.92097,114.25799
5a0546857ecc773753327266_6d89334316127640cff99800_0000000092213,-1,125.210625,111.868546
5a0546857ecc773753327266_6d89334316127640cff99800_0000000099654,-1,125.478645,115.22753
5a0546857ecc773753327266_6d89334316127640cff99800_0000000105397,-1,123.85862,112.51877
5a0546857ecc773753327266_6d89334316127640cff99800_0000000111847,-1,126.685486,116.30085
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000000014,-1,159.42717,123.2049
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000006406,-1,160.65482,123.05051
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000011418,-1,163.73001,128.9549
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000019036,-1,159.04794,141.07382
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000023914,-1,158.75333,139.2652
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000030256,-1,160.75221,137.19589
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000036389,-1,161.31949,134.29521
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000044694,-1,162.33815,129.61267
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000051411,-1,161.65213,116.885765
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000055875,-1,158.21555,114.437325
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000059765,-1,159.85666,112.01559
5a0546857ecc773753327266_72963a8c7eb520c56f88a536_0000000065408,-1,159.33911,117.12485
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000000009,-1,158.32553,117.17031
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000006159,-1,159.82347,119.535095
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000011244,-1,158.67897,125.04049
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000019681,-1,161.1059,126.61834
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000026834,-1,162.43687,131.69217
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000034295,-1,161.18936,130.57697
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000040360,-1,162.0761,127.56647
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000048661,-1,161.65326,136.77335
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000054360,-1,159.39778,136.56306
5a0546857ecc773753327266_7d2d723a30cce824aad9915b_0000000060622,-1,160.5973,139.3898
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000000014,0,40.17965,64.39194
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000017454,0,38.4788,65.20573
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000031033,0,32.041073,54.792805
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000038874,0,28.705938,56.80772
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000047679,0,28.092588,53.136623
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000059489,0,27.56282,58.37625
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000071022,0,33.859035,55.782944
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000079845,0,41.208008,63.697464
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000088039,0,40.0403,59.468956
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000096648,0,41.374134,65.80156
5a0546857ecc773753327266_947e17f82dbddfbdb4cb2447_0000000103974,0,42.007023,67.60435
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000000009,0,72.583694,116.01129
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000005541,0,74.224754,117.70558
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000014942,0,74.67462,114.29086
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000023532,0,71.38393,116.77084
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000030858,0,71.95352,114.42457
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000036111,0,73.33077,115.80236
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000043969,0,71.3807,115.373146
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000054654,0,70.60497,116.61568
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000063637,0,73.711914,116.07322
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000071393,0,73.202446,117.840416
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000080377,0,74.321144,112.59482
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000086270,0,71.09164,114.33247
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000094748,0,74.5509,113.23317
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000103194,0,71.30566,116.81077
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000110714,0,74.57338,115.38424
5a0546857ecc773753327266_986924433ab01afa81a59e7a_0000000120283,0,67.261604,112.179405
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000000008,1,99.61579,85.28791
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000009704,1,101.05848,87.52609
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000018259,1,98.68816,84.80142
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000022280,1,97.653755,83.66342
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000032917,1,94.11639,80.0053
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000042729,1,95.152794,79.84676
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000049490,1,98.281425,79.34031
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000061558,1,101.96861,88.22226
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000070467,1,100.01118,83.02151
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000074332,1,96.37134,85.46355
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000083845,1,96.828606,87.62805
5a0546857ecc773753327266_a3c5aadf824a220327e9cdc6_0000000095063,1,97.17556,80.6366
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000000014,-1,159.76114,134.85324
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000006516,-1,160.72462,138.02403
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000020203,-1,161.79895,132.41032
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000029020,-1,163.01918,126.31862
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000036434,-1,160.67462,126.49209
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000043124,-1,162.3531,118.26621
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000049516,-1,161.26753,123.15268
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000057694,-1,159.95027,115.907196
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000063266,-1,155.98325,118.0636
5a0546857ecc773753327266_ac1a2e8f11ab64d729199969_0000000070593,-1,159.45935,116.55273
5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000000008,0,88.08306,69.225365
5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000006034,0,89.314514,65.53598
5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000014821,0,84.68427,57.78241
5a0546857ecc773753327266_bb84ab5e77fc9f5fdbd52827_0000000023631,0,88.13553,60.75479
