site_path_timestamp,floor,x,y
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000000009,0,91.8360895909257,94.59570263496985
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000009017,0,82.07507375458985,98.59005816692793
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000015326,0,84.16047276781602,103.98124447443665
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000018763,0,85.44165111645154,107.88051267834446
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000022328,0,85.92144749497736,111.58355474530057
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000029946,0,81.27380488359674,113.36366663394605
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000040283,0,85.81809089241004,108.05457074943781
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000051343,0,79.1792242913432,104.61332466896975
5a0546857ecc773753327266_046cfa46be49fc10834815c6_0000000064014,0,83.99170488247009,98.40773184303048
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000000012,0,84.09852200322636,13.610328387397518
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000005748,0,89.50122244523419,16.349871430857718
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000014654,0,83.0933435832973,14.330751220734324
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000019316,0,77.47654742126481,13.512865600304801
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000027660,0,82.66894332155803,18.543619391481347
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000034445,0,89.26143350211113,18.659783100247985
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000045583,0,90.08935544997472,15.819387659132307
5a0546857ecc773753327266_05d052dde78384b0c543d89c_0000000058977,0,84.87009791025945,19.162569126884296
5a0546857ecc773753327266_0c06cc9f21d172618d74c6c8_0000000000011,-1,153.3913526370855,134.28731438053887
